x,y,z,real,imag,mag
-16,15,-15,-5.055e-32,5.84552e-32,5.97231e-63
-14,15,-15,-6.90688e-32,6.08022e-32,8.4674e-63
-12,15,-15,-7.50407e-32,1.19526e-31,1.99177e-62
-10,15,-15,-1.46466e-32,3.9545e-32,1.77833e-63
-8,15,-15,7.20184e-33,3.46311e-33,6.38596e-65
-6,15,-15,-1.95215e-31,2.84356e-31,1.18967e-61
-4,15,-15,1.64451e-31,-2.8348e-31,1.07405e-61
-2,15,-15,5.06574e-32,-1.04213e-31,1.34265e-62
0,15,-15,7.4675e-32,-1.61009e-31,3.15001e-62
2,15,-15,1.85108e-31,-4.03487e-31,1.97067e-61
4,15,-15,7.69575e-33,-2.86785e-32,8.81681e-64
6,15,-15,4.13743e-32,-1.00522e-31,1.18165e-62
8,15,-15,1.33532e-31,-3.03539e-31,1.09967e-61
10,15,-15,-1.50081e-31,3.22301e-31,1.26402e-61
12,15,-15,-5.8006e-32,1.16169e-31,1.686e-62
14,15,-15,-4.20745e-32,7.11995e-32,6.83963e-63
16,15,-15,1.67878e-32,-2.85812e-32,1.09872e-63
18,15,-15,2.75258e-32,-4.43168e-32,2.72165e-63
-18,15,-12,-1.02059e-30,3.81046e-31,1.1868e-60
-16,15,-12,-4.76674e-31,3.71927e-31,3.65548e-61
-14,15,-12,-2.814e-31,2.64222e-31,1.48999e-61
-12,15,-12,-3.21783e-31,4.88347e-31,3.42027e-61
-10,15,-12,1.71455e-31,-1.01331e-31,3.96646e-62
-8,15,-12,2.05226e-31,-1.87937e-31,7.74377e-62
-6,15,-12,5.26679e-31,-7.26861e-31,8.05718e-61
-4,15,-12,4.93626e-31,-8.34777e-31,9.40519e-61
-2,15,-12,4.04351e-31,-7.58644e-31,7.3904e-61
0,15,-12,5.87611e-31,-1.21178e-30,1.81369e-60
2,15,-12,4.17013e-31,-9.22415e-31,1.02475e-60
4,15,-12,5.2751e-31,-1.21248e-30,1.74837e-60
6,15,-12,3.62247e-31,-8.58791e-31,8.68745e-61
8,15,-12,2.22374e-32,-5.25048e-32,3.25125e-63
10,15,-12,4.10927e-31,-8.6402e-31,9.15392e-61
12,15,-12,2.92438e-31,-6.10175e-31,4.57834e-61
14,15,-12,2.54677e-31,-4.15363e-31,2.37387e-61
16,15,-12,1.08828e-31,-1.80812e-31,4.45365e-62
18,15,-12,6.43424e-32,-9.83226e-32,1.38073e-62
-18,15,-9,-8.84979e-31,5.73219e-31,1.11177e-60
-16,15,-9,-8.45639e-31,6.9125e-31,1.19293e-60
-14,15,-9,-9.80133e-31,1.07225e-30,2.11039e-60
-12,15,-9,-2.18292e-31,5.13455e-31,3.11288e-61
-10,15,-9,-1.72493e-31,5.41392e-31,3.22859e-61
-8,15,-9,3.01316e-31,-2.58461e-31,1.57594e-61
-6,15,-9,5.56778e-31,-7.40307e-31,8.58057e-61
-4,15,-9,8.37955e-31,-1.39093e-30,2.63685e-60
-2,15,-9,9.77319e-31,-1.55174e-30,3.36306e-60
0,15,-9,8.23829e-31,-1.90846e-30,4.32092e-60
2,15,-9,8.2389e-31,-1.7716e-30,3.81738e-60
4,15,-9,7.57962e-31,-1.75315e-30,3.64804e-60
6,15,-9,5.51216e-31,-1.31217e-30,2.02564e-60
8,15,-9,7.2387e-31,-1.59614e-30,3.07165e-60
10,15,-9,4.45256e-31,-9.19728e-31,1.04415e-60
12,15,-9,3.86623e-31,-7.4843e-31,7.09624e-61
14,15,-9,2.77209e-31,-4.48131e-31,2.77666e-61
16,15,-9,2.33654e-31,-3.75767e-31,1.95795e-61
18,15,-9,1.06545e-31,-1.50089e-31,3.38785e-62
-18,15,-6,-1.07761e-30,4.21558e-31,1.33895e-60
-16,15,-6,-1.1151e-30,1.15938e-30,2.58762e-60
-14,15,-6,-7.64638e-31,8.75312e-31,1.35084e-60
-12,15,-6,-6.1286e-31,1.16099e-30,1.72349e-60
-10,15,-6,3.59194e-32,3.70008e-31,1.38196e-61
-8,15,-6,5.6642e-31,-4.7744e-31,5.48781e-61
-6,15,-6,4.86583e-31,-1.51483e-31,2.59711e-61
-4,15,-6,1.22675e-30,-2.07821e-30,5.82389e-60
-2,15,-6,1.11254e-30,-1.92859e-30,4.95719e-60
0,15,-6,1.1895e-30,-2.42461e-30,7.29364e-60
2,15,-6,1.01981e-30,-2.25186e-30,6.11087e-60
4,15,-6,7.85982e-31,-1.84587e-30,4.02502e-60
6,15,-6,7.59629e-31,-1.80389e-30,3.83106e-60
8,15,-6,5.93568e-31,-1.36558e-30,2.21713e-60
10,15,-6,4.78404e-31,-8.59656e-31,9.67879e-61
12,15,-6,5.78889e-31,-1.12208e-30,1.59417e-60
14,15,-6,2.27216e-31,-2.4925e-31,1.13753e-61
16,15,-6,2.28011e-31,-3.39126e-31,1.66995e-61
18,15,-6,2.67433e-31,-3.43508e-31,1.89518e-61
-18,15,-3,-1.37901e-30,1.27099e-30,3.51709e-60
-16,15,-3,-1.18914e-30,1.07189e-30,2.56301e-60
-14,15,-3,-1.08952e-30,1.61262e-30,3.7876e-60
-12,15,-3,-4.22648e-31,1.09972e-30,1.38802e-60
-10,15,-3,-1.7445e-31,9.52767e-31,9.38198e-61
-8,15,-3,5.64412e-31,-1.29547e-31,3.35344e-61
-6,15,-3,9.40618e-31,-8.95259e-31,1.68625e-60
-4,15,-3,1.29606e-30,-1.94666e-30,5.46925e-60
-2,15,-3,1.30962e-30,-2.37667e-30,7.36369e-60
0,15,-3,1.23118e-30,-2.45889e-30,7.56197e-60
2,15,-3,1.06038e-30,-2.38046e-30,6.79098e-60
4,15,-3,7.98366e-31,-1.89453e-30,4.22665e-60
6,15,-3,6.7044e-31,-1.59255e-30,2.98569e-60
8,15,-3,5.97398e-31,-1.32227e-30,2.10529e-60
10,15,-3,4.71281e-31,-8.90998e-31,1.01598e-60
12,15,-3,4.09465e-31,-6.63985e-31,6.08538e-61
14,15,-3,3.35651e-31,-4.30476e-31,2.97971e-61
16,15,-3,2.54579e-31,-3.013e-31,1.55592e-61
18,15,-3,2.71973e-31,-2.9686e-31,1.62095e-61
-18,15,0,-1.32159e-30,8.77811e-31,2.51716e-60
-16,15,0,-1.23078e-30,1.54518e-30,3.90239e-60
-14,15,0,-1.049e-30,1.43215e-30,3.15144e-60
-12,15,0,-6.18809e-31,1.34688e-30,2.19701e-60
-10,15,0,-8.30889e-32,8.30881e-31,6.97267e-61
-8,15,0,6.25508e-31,-1.95057e-31,4.29307e-61
-6,15,0,9.55056e-31,-8.70642e-31,1.67015e-60
-4,15,0,1.29456e-30,-1.78749e-30,4.87101e-60
-2,15,0,1.25973e-30,-2.23974e-30,6.60335e-60
0,15,0,1.51446e-30,-2.69628e-30,9.56351e-60
2,15,0,8.15565e-31,-2.12408e-30,5.17688e-60
4,15,0,8.12254e-31,-1.93715e-30,4.41231e-60
6,15,0,8.5796e-31,-2.26392e-30,5.86141e-60
8,15,0,2.71411e-31,-4.74247e-31,2.98574e-61
10,15,0,3.95944e-31,-6.07603e-31,5.25953e-61
12,15,0,4.18335e-31,-6.99473e-31,6.64267e-61
14,15,0,2.88758e-31,-3.49129e-31,2.05273e-61
16,15,0,2.91517e-31,-3.29759e-31,1.93723e-61
18,15,0,9.68455e-32,-8.33484e-32,1.6326e-62
-18,15,3,-1.30165e-30,1.09326e-30,2.8895e-60
-16,15,3,-1.15617e-30,1.10588e-30,2.55969e-60
-14,15,3,-9.99965e-31,1.46333e-30,3.14125e-60
-12,15,3,-6.16274e-31,1.36846e-30,2.25247e-60
-10,15,3,1.13952e-31,5.33624e-31,2.97739e-61
-8,15,3,3.01468e-31,2.41025e-31,1.48976e-61
-6,15,3,9.34432e-31,-8.54745e-31,1.60375e-60
-4,15,3,1.32027e-30,-1.98587e-30,5.6868e-60
-2,15,3,1.23509e-30,-2.21398e-30,6.42715e-60
0,15,3,1.08915e-30,-2.25041e-30,6.25061e-60
2,15,3,1.11452e-30,-2.35988e-30,6.81119e-60
4,15,3,7.96774e-31,-2.00184e-30,4.64219e-60
6,15,3,5.3758e-31,-1.30639e-30,1.99563e-60
8,15,3,5.65633e-31,-1.34137e-30,2.11922e-60
10,15,3,3.93228e-31,-7.41115e-31,7.0388e-61
12,15,3,3.94984e-31,-6.96432e-31,6.4103e-61
14,15,3,3.50349e-31,-4.03715e-31,2.8573e-61
16,15,3,2.06629e-31,-2.22556e-31,9.22264e-62
18,15,3,9.62154e-32,-1.18695e-31,2.33459e-62
-18,15,6,-1.1802e-30,9.03829e-31,2.20977e-60
-16,15,6,-1.01145e-30,1.03013e-30,2.0842e-60
-14,15,6,-1.20447e-30,1.11571e-30,2.69555e-60
-12,15,6,-1.52352e-31,9.54129e-31,9.33574e-61
-10,15,6,-2.10947e-31,9.03954e-31,8.61632e-61
-8,15,6,5.04471e-31,-1.83755e-31,2.88256e-61
-6,15,6,8.38771e-31,-8.92418e-31,1.49995e-60
-4,15,6,1.13623e-30,-1.72645e-30,4.27163e-60
-2,15,6,1.11357e-30,-1.84696e-30,4.65129e-60
0,15,6,1.21333e-30,-2.49465e-30,7.69543e-60
2,15,6,9.45177e-31,-2.16339e-30,5.57362e-60
4,15,6,6.97881e-31,-1.80713e-30,3.75274e-60
6,15,6,5.87707e-31,-1.44711e-30,2.43953e-60
8,15,6,4.61906e-31,-1.08159e-30,1.3832e-60
10,15,6,4.74668e-31,-1.10902e-30,1.45523e-60
12,15,6,2.78773e-31,-3.23373e-31,1.82284e-61
14,15,6,3.25349e-31,-6.07689e-31,4.75137e-61
16,15,6,1.3563e-31,-1.60039e-31,4.40079e-62
18,15,6,1.88099e-31,-2.17965e-31,8.289e-62
-18,15,9,-9.85276e-31,5.08278e-31,1.22912e-60
-16,15,9,-8.53273e-31,6.93517e-31,1.20904e-60
-14,15,9,-1.00228e-30,1.03245e-30,2.07052e-60
-12,15,9,-1.38748e-31,5.89573e-31,3.66847e-61
-10,15,9,4.93144e-32,2.35897e-31,5.80793e-62
-8,15,9,1.68418e-31,9.67833e-32,3.77315e-62
-6,15,9,8.07112e-31,-1.1215e-30,1.90919e-60
-4,15,9,7.60184e-31,-1.19295e-30,2.00101e-60
-2,15,9,9.42676e-31,-1.59796e-30,3.44212e-60
0,15,9,9.72873e-31,-1.97143e-30,4.833e-60
2,15,9,6.62993e-31,-1.61268e-30,3.04029e-60
4,15,9,6.67849e-31,-1.56999e-30,2.91088e-60
6,15,9,5.0948e-31,-1.2489e-30,1.81931e-60
8,15,9,4.24076e-31,-1.03186e-30,1.24459e-60
10,15,9,3.68699e-31,-8.54088e-31,8.65405e-61
12,15,9,2.28727e-31,-4.04398e-31,2.15854e-61
14,15,9,2.78455e-31,-4.68885e-31,2.9739e-61
16,15,9,1.90373e-31,-2.48327e-31,9.79081e-62
18,15,9,1.21806e-31,-1.6217e-31,4.1136e-62
-18,15,12,-4.85893e-31,2.93438e-31,3.22197e-61
-16,15,12,-4.97178e-31,2.30123e-31,3.00143e-61
-14,15,12,-4.06438e-31,4.55869e-31,3.73008e-61
-12,15,12,-2.43404e-31,4.23425e-31,2.38534e-61
-10,15,12,4.77758e-33,1.17077e-31,1.373e-62
-8,15,12,7.38732e-32,1.13108e-32,5.58518e-63
-6,15,12,3.13192e-31,-4.2917e-31,2.82276e-61
-4,15,12,4.90438e-31,-6.47509e-31,6.59797e-61
-2,15,12,4.29214e-31,-9.38249e-31,1.06454e-60
0,15,12,2.93616e-31,-5.46455e-31,3.84823e-61
2,15,12,4.82265e-31,-1.04914e-30,1.33327e-60
4,15,12,5.35523e-31,-1.28778e-30,1.94516e-60
6,15,12,3.41629e-31,-8.52441e-31,8.43367e-61
8,15,12,3.74378e-31,-9.13813e-31,9.75213e-61
10,15,12,1.98026e-31,-4.35917e-31,2.29238e-61
12,15,12,2.68218e-31,-5.4667e-31,3.70789e-61
14,15,12,1.09492e-31,-2.05406e-31,5.41801e-62
16,15,12,4.65908e-32,-1.00713e-31,1.23139e-62
18,15,12,8.46922e-32,-1.31199e-31,2.43859e-62
-18,15,15,-2.69015e-31,5.60283e-32,7.55084e-62
-16,15,15,-1.05379e-31,3.86196e-32,1.25961e-62
-14,15,15,-7.38761e-32,3.0986e-32,6.41781e-63
-12,15,15,-3.59705e-32,4.61113e-32,3.42012e-63
-10,15,15,-4.76502e-32,7.91965e-32,8.54263e-63
-8,15,15,6.7186e-32,-4.49302e-32,6.53268e-63
-6,15,15,-1.2939e-33,1.50108e-32,2.26997e-64
-4,15,15,2.58628e-32,-1.78529e-32,9.87611e-64
-2,15,15,1.73338e-31,-3.2708e-31,1.37027e-61
0,15,15,8.81271e-32,-1.60227e-31,3.34389e-62
2,15,15,1.55828e-31,-3.46736e-31,1.44508e-61
4,15,15,-5.17747e-32,1.12555e-31,1.53492e-62
6,15,15,-9.72751e-32,2.37183e-31,6.57181e-62
8,15,15,-1.12425e-31,2.57073e-31,7.8726e-62
10,15,15,6.51347e-32,-1.4609e-31,2.55848e-62
12,15,15,-6.16821e-32,1.15652e-31,1.71801e-62
14,15,15,4.57149e-32,-8.00626e-32,8.49988e-63
16,15,15,1.76134e-32,-3.18938e-32,1.32745e-63
18,15,15,1.53351e-32,-2.46625e-32,8.43402e-64
-18,-12,-15,-4.32356e-31,3.9272e-31,3.4116e-61
-16,-12,-15,-5.47464e-31,3.47667e-31,4.20588e-61
-14,-12,-15,-7.33203e-31,7.63316e-31,1.12024e-60
-12,-12,-15,-4.71039e-31,6.48078e-31,6.41883e-61
-10,-12,-15,-1.94852e-31,4.24511e-31,2.18177e-61
-8,-12,-15,3.15545e-31,-3.5623e-31,2.26468e-61
-6,-12,-15,3.11579e-31,-3.76383e-31,2.38746e-61
-4,-12,-15,6.15723e-31,-1.04868e-30,1.47884e-60
-2,-12,-15,4.54331e-31,-8.86246e-31,9.91848e-61
0,-12,-15,5.12597e-31,-1.03681e-30,1.33773e-60
2,-12,-15,6.78444e-31,-1.4787e-30,2.64684e-60
4,-12,-15,6.43525e-31,-1.4274e-30,2.4516e-60
6,-12,-15,3.65235e-31,-7.82456e-31,7.45634e-61
8,-12,-15,3.66394e-31,-7.7666e-31,7.37445e-61
10,-12,-15,3.26096e-31,-6.21374e-31,4.92444e-61
12,-12,-15,2.67573e-31,-4.64654e-31,2.87499e-61
14,-12,-15,1.96321e-31,-3.01711e-31,1.29571e-61
16,-12,-15,1.61362e-31,-2.29876e-31,7.88805e-62
18,-12,-15,7.19746e-32,-9.82511e-32,1.48336e-62
-18,-9,-15,-9.00695e-31,3.98709e-31,9.7022e-61
-16,-9,-15,-7.74107e-31,5.99887e-31,9.59106e-61
-14,-9,-15,-7.43302e-31,7.76668e-31,1.15571e-60
-12,-9,-15,-5.4045e-31,7.73901e-31,8.91008e-61
-10,-9,-15,5.37241e-32,1.18194e-31,1.68561e-62
-8,-9,-15,2.73146e-31,-2.16467e-31,1.21467e-61
-6,-9,-15,4.97363e-31,-6.22317e-31,6.34648e-61
-4,-9,-15,7.11952e-31,-1.14777e-30,1.82425e-60
-2,-9,-15,8.24027e-31,-1.66919e-30,3.46523e-60
0,-9,-15,8.69139e-31,-1.66303e-30,3.52108e-60
2,-9,-15,7.91532e-31,-1.80245e-30,3.87535e-60
4,-9,-15,6.56438e-31,-1.46328e-30,2.57209e-60
6,-9,-15,7.09402e-31,-1.52803e-30,2.83814e-60
8,-9,-15,7.94854e-31,-1.62362e-30,3.26794e-60
10,-9,-15,4.92482e-31,-8.42965e-31,9.53129e-61
12,-9,-15,4.14222e-31,-6.63727e-31,6.12113e-61
14,-9,-15,4.37647e-31,-6.73734e-31,6.45453e-61
16,-9,-15,1.91287e-31,-2.51826e-31,1.00007e-61
18,-9,-15,1.8037e-31,-2.24131e-31,8.27681e-62
-18,-6,-15,-1.09518e-30,6.76326e-31,1.65684e-60
-16,-6,-15,-1.19633e-30,1.08413e-30,2.60654e-60
-14,-6,-15,-1.10017e-30,1.25542e-30,2.78646e-60
-12,-6,-15,-5.13442e-31,1.06355e-30,1.39476e-60
-10,-6,-15,-2.05354e-32,5.34198e-31,2.8579e-61
-8,-6,-15,3.12179e-31,-9.52495e-32,1.06528e-61
-6,-6,-15,8.45672e-31,-1.15945e-30,2.0595e-60
-4,-6,-15,9.13887e-31,-1.26262e-30,2.4294e-60
-2,-6,-15,1.24306e-30,-1.94425e-30,5.32531e-60
0,-6,-15,1.16399e-30,-2.66093e-30,8.43545e-60
2,-6,-15,9.56471e-31,-2.16384e-30,5.59704e-60
4,-6,-15,1.03486e-30,-2.28867e-30,6.30897e-60
6,-6,-15,7.22074e-31,-1.56569e-30,2.97277e-60
8,-6,-15,7.05986e-31,-1.39383e-30,2.44117e-60
10,-6,-15,6.08844e-31,-1.08587e-30,1.5498e-60
12,-6,-15,5.5378e-31,-8.4857e-31,1.02674e-60
14,-6,-15,4.18096e-31,-5.58399e-31,4.86614e-61
16,-6,-15,2.88235e-31,-3.69152e-31,2.19353e-61
18,-6,-15,2.67404e-31,-3.0146e-31,1.62383e-61
-18,-3,-15,-1.20708e-30,7.66127e-31,2.044e-60
-16,-3,-15,-1.32316e-30,1.30289e-30,3.44828e-60
-14,-3,-15,-9.94533e-31,1.4851e-30,3.19462e-60
-12,-3,-15,-6.65937e-31,1.29362e-30,2.11693e-60
-10,-3,-15,-1.2521e-31,7.14644e-31,5.26393e-61
-8,-3,-15,1.09556e-31,4.98046e-31,2.60052e-61
-6,-3,-15,1.06557e-30,-1.35724e-30,2.97754e-60
-4,-3,-15,1.08283e-30,-1.54694e-30,3.56555e-60
-2,-3,-15,1.29382e-30,-2.41876e-30,7.52436e-60
0,-3,-15,1.14288e-30,-2.3305e-30,6.73741e-60
2,-3,-15,1.04032e-30,-2.2401e-30,6.10033e-60
4,-3,-15,9.3073e-31,-2.06807e-30,5.14318e-60
6,-3,-15,7.73162e-31,-1.68856e-30,3.449e-60
8,-3,-15,6.83147e-31,-1.33574e-30,2.2509e-60
10,-3,-15,6.61185e-31,-1.16743e-30,1.80005e-60
12,-3,-15,5.50903e-31,-7.80562e-31,9.12772e-61
14,-3,-15,4.54495e-31,-5.22982e-31,4.80076e-61
16,-3,-15,3.64878e-31,-4.05942e-31,2.97925e-61
18,-3,-15,2.14383e-31,-2.16722e-31,9.29288e-62
-18,0,-15,-1.23606e-30,7.60452e-31,2.10614e-60
-16,0,-15,-1.32858e-30,1.55925e-30,4.19636e-60
-14,0,-15,-1.21589e-30,1.57373e-30,3.95503e-60
-12,0,-15,-6.09563e-31,1.37719e-30,2.26821e-60
-10,0,-15,-2.04286e-31,9.45651e-31,9.35988e-61
-8,0,-15,6.13739e-31,-3.2007e-31,4.7912e-61
-6,0,-15,6.34726e-31,-2.08009e-31,4.46145e-61
-4,0,-15,1.38245e-30,-2.00345e-30,5.92498e-60
-2,0,-15,1.34002e-30,-2.75219e-30,9.37022e-60
0,0,-15,1.31873e-30,-2.50424e-30,8.01028e-60
2,0,-15,9.67661e-31,-2.22202e-30,5.87374e-60
4,0,-15,9.14492e-31,-2.06102e-30,5.08409e-60
6,0,-15,8.32784e-31,-1.8933e-30,4.27812e-60
8,0,-15,6.63298e-31,-1.2876e-30,2.09787e-60
10,0,-15,6.1628e-31,-1.04747e-30,1.47699e-60
12,0,-15,5.69341e-31,-8.1971e-31,9.96075e-61
14,0,-15,3.90451e-31,-4.37637e-31,3.43978e-61
16,0,-15,3.64071e-31,-4.02687e-31,2.94705e-61
18,0,-15,2.17577e-31,-2.20012e-31,9.57447e-62
-18,3,-15,-1.33892e-30,1.13899e-30,3.08999e-60
-16,3,-15,-1.26975e-30,1.07566e-30,2.76931e-60
-14,3,-15,-9.74672e-31,1.56992e-30,3.41462e-60
-12,3,-15,-8.74853e-31,1.39412e-30,2.70893e-60
-10,3,-15,2.79436e-31,2.32886e-31,1.3232e-61
-8,3,-15,3.8684e-31,-2.81107e-32,1.50435e-61
-6,3,-15,8.73166e-31,-9.29058e-31,1.62557e-60
-4,3,-15,1.12468e-30,-1.47977e-30,3.45462e-60
-2,3,-15,1.2812e-30,-2.52366e-30,8.01034e-60
0,3,-15,1.36696e-30,-2.54076e-30,8.32406e-60
2,3,-15,1.28414e-30,-2.7373e-30,9.14185e-60
4,3,-15,9.8414e-31,-2.39347e-30,6.69721e-60
6,3,-15,6.69251e-31,-1.47757e-30,2.63112e-60
8,3,-15,6.27601e-31,-1.25793e-30,1.97628e-60
10,3,-15,5.65554e-31,-1.01302e-30,1.34606e-60
12,3,-15,5.49108e-31,-8.53537e-31,1.03004e-60
14,3,-15,3.8709e-31,-4.53378e-31,3.5539e-61
16,3,-15,4.09443e-31,-5.07793e-31,4.25497e-61
18,3,-15,6.03669e-32,-3.37843e-32,4.78554e-63
-18,6,-15,-1.22991e-30,7.95216e-31,2.14505e-60
-16,6,-15,-1.05651e-30,1.09015e-30,2.30463e-60
-14,6,-15,-8.69081e-31,1.07228e-30,1.90509e-60
-12,6,-15,-5.86559e-31,1.02514e-30,1.39497e-60
-10,6,-15,-1.86618e-32,4.5376e-31,2.06247e-61
-8,6,-15,3.27559e-31,-1.26891e-31,1.23396e-61
-6,6,-15,2.78506e-31,2.49424e-31,1.39778e-61
-4,6,-15,1.48374e-30,-2.68728e-30,9.42293e-60
-2,6,-15,1.08893e-30,-1.89099e-30,4.76161e-60
0,6,-15,1.13513e-30,-2.33979e-30,6.76315e-60
2,6,-15,1.01841e-30,-2.22398e-30,5.98322e-60
4,6,-15,8.81654e-31,-2.03357e-30,4.91272e-60
6,6,-15,7.1726e-31,-1.63399e-30,3.18438e-60
8,6,-15,6.61152e-31,-1.47645e-30,2.61704e-60
10,6,-15,5.60874e-31,-1.09776e-30,1.51966e-60
12,6,-15,4.69341e-31,-7.76234e-31,8.22821e-61
14,6,-15,3.53171e-31,-5.36199e-31,4.12239e-61
16,6,-15,2.94545e-31,-4.09455e-31,2.5441e-61
18,6,-15,2.79709e-31,-3.25521e-31,1.84201e-61
-18,9,-15,-9.23894e-31,7.6581e-31,1.44004e-60
-16,9,-15,-9.33333e-31,6.14504e-31,1.24873e-60
-14,9,-15,-6.63997e-31,8.66014e-31,1.19087e-60
-12,9,-15,-5.79912e-31,8.88007e-31,1.12485e-60
-10,9,-15,4.9867e-32,1.44455e-31,2.3354e-62
-8,9,-15,2.82852e-31,-5.08185e-32,8.25876e-62
-6,9,-15,5.85508e-31,-7.37926e-31,8.87354e-61
-4,9,-15,8.24354e-31,-1.31578e-30,2.41084e-60
-2,9,-15,1.03515e-30,-1.92273e-30,4.76846e-60
0,9,-15,8.24691e-31,-1.68985e-30,3.53572e-60
2,9,-15,8.30835e-31,-1.83331e-30,4.05131e-60
4,9,-15,7.57471e-31,-1.73092e-30,3.56986e-60
6,9,-15,6.28938e-31,-1.4534e-30,2.50793e-60
8,9,-15,5.43917e-31,-1.21287e-30,1.76689e-60
10,9,-15,4.54529e-31,-9.43208e-31,1.09624e-60
12,9,-15,4.0507e-31,-7.36379e-31,7.06336e-61
14,9,-15,4.69342e-31,-7.2328e-31,7.43416e-61
16,9,-15,2.17327e-31,-3.19012e-31,1.49e-61
18,9,-15,9.30341e-32,-1.66191e-31,3.62747e-62
-18,12,-15,-7.89747e-31,4.85049e-31,8.58974e-61
-16,12,-15,-4.77522e-31,3.0055e-31,3.18358e-61
-14,12,-15,-5.04179e-31,5.17901e-31,5.22419e-61
-12,12,-15,-9.9925e-32,2.23076e-31,5.9748e-62
-10,12,-15,-9.64762e-32,2.54809e-31,7.42351e-62
-8,12,-15,8.08268e-32,-7.597e-32,1.23044e-62
-6,12,-15,6.66625e-31,-9.70988e-31,1.38721e-60
-4,12,-15,2.81184e-31,-4.28973e-31,2.63082e-61
-2,12,-15,4.73478e-31,-9.25029e-31,1.07986e-60
0,12,-15,5.73388e-31,-1.19882e-30,1.76593e-60
2,12,-15,4.15963e-31,-9.09645e-31,1.00048e-60
4,12,-15,4.7488e-31,-1.10524e-30,1.44707e-60
6,12,-15,3.98944e-31,-9.33125e-31,1.02988e-60
8,12,-15,3.14297e-31,-7.10144e-31,6.03087e-61
10,12,-15,4.75815e-31,-1.01062e-30,1.24776e-60
12,12,-15,2.76327e-31,-5.77434e-31,4.09787e-61
14,12,-15,5.67834e-32,-1.34547e-31,2.13273e-62
16,12,-15,1.03751e-31,-1.71266e-31,4.00962e-62
18,12,-15,1.13716e-31,-1.79364e-31,4.51029e-62
-18,-12,15,-3.59283e-31,4.47142e-31,3.2902e-61
-16,-12,15,-5.34795e-31,3.0521e-31,3.79159e-61
-14,-12,15,-6.63623e-31,7.86731e-31,1.05934e-60
-12,-12,15,-3.15984e-31,6.24733e-31,4.90137e-61
-10,-12,15,-2.00357e-32,1.78441e-31,3.22427e-62
-8,-12,15,1.44442e-31,-8.57314e-32,2.82134e-62
-6,-12,15,4.64317e-31,-4.68661e-31,4.35233e-61
-4,-12,15,3.0586e-31,-4.15772e-31,2.66416e-61
-2,-12,15,7.82235e-31,-1.4764e-30,2.79165e-60
0,-12,15,4.73072e-31,-9.52255e-31,1.13059e-60
2,-12,15,5.51971e-31,-1.16616e-30,1.6646e-60
4,-12,15,2.60886e-31,-5.9967e-31,4.27666e-61
6,-12,15,3.86106e-31,-8.96415e-31,9.52638e-61
8,-12,15,3.62344e-31,-7.26341e-31,6.58864e-61
10,-12,15,4.10683e-31,-7.55922e-31,7.40079e-61
12,-12,15,2.04376e-31,-3.42604e-31,1.59147e-61
14,-12,15,1.64992e-31,-2.40796e-31,8.52052e-62
16,-12,15,9.80272e-32,-1.27048e-31,2.57505e-62
18,-12,15,5.80222e-32,-7.40363e-32,8.84794e-63
-18,-9,15,-9.70645e-31,7.29349e-31,1.4741e-60
-16,-9,15,-8.68418e-31,7.28548e-31,1.28493e-60
-14,-9,15,-7.64627e-31,9.68861e-31,1.52335e-60
-12,-9,15,-3.33056e-31,7.50912e-31,6.74796e-61
-10,-9,15,-8.74753e-32,4.86872e-31,2.44697e-61
-8,-9,15,3.0556e-31,-2.8659e-32,9.41883e-62
-6,-9,15,4.81034e-31,-5.24293e-31,5.06276e-61
-4,-9,15,1.06173e-30,-1.61414e-30,3.73272e-60
-2,-9,15,8.4191e-31,-1.66384e-30,3.47718e-60
0,-9,15,8.12327e-31,-1.59402e-30,3.20077e-60
2,-9,15,7.02352e-31,-1.50762e-30,2.76621e-60
4,-9,15,8.62132e-31,-1.90583e-30,4.37547e-60
6,-9,15,5.66347e-31,-1.26499e-30,1.92095e-60
8,-9,15,5.53194e-31,-1.19554e-30,1.73534e-60
10,-9,15,3.205e-31,-5.5208e-31,4.07513e-61
12,-9,15,3.86193e-31,-6.08363e-31,5.1925e-61
14,-9,15,3.1805e-31,-4.54861e-31,3.08054e-61
16,-9,15,1.39084e-31,-1.51153e-31,4.21918e-62
18,-9,15,1.86573e-31,-2.20785e-31,8.35557e-62
-18,-6,15,-1.09847e-30,6.58383e-31,1.64011e-60
-16,-6,15,-9.86982e-31,1.09558e-30,2.17444e-60
-14,-6,15,-8.18585e-31,1.03976e-30,1.75118e-60
-12,-6,15,-7.55241e-31,1.32004e-30,2.3129e-60
-10,-6,15,1.70741e-31,4.13115e-31,1.99817e-61
-8,-6,15,1.6176e-31,3.95806e-31,1.82829e-61
-6,-6,15,9.92488e-31,-1.15805e-30,2.32611e-60
-4,-6,15,1.09258e-30,-1.43147e-30,3.24282e-60
-2,-6,15,1.07209e-30,-1.97141e-30,5.03584e-60
0,-6,15,1.11701e-30,-2.16824e-30,5.94896e-60
2,-6,15,9.7797e-31,-2.19502e-30,5.77453e-60
4,-6,15,7.00356e-31,-1.60194e-30,3.05671e-60
6,-6,15,7.42646e-31,-1.65767e-30,3.29941e-60
8,-6,15,6.41618e-31,-1.41344e-30,2.40948e-60
10,-6,15,5.32894e-31,-9.13656e-31,1.11874e-60
